ID,TextID,Description,Count,Trigger,Condition,ConditionValue,ConditionName,BonusCondition,BonusConditionValue,BonusMultiplier,Reward,RequiresWin,RequiresGuildFleet,GuildFleetBonus
7424,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000000,DAMAGE,,,ITEM_MORTAR_LONG_RANGE,GROUP,LONG_RANGE_MORTAR,10,,-1,0,2
7425,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000000,DAMAGE,,,ITEM_MORTAR,GROUP,STANDARD_MORTAR,10,,-1,0,2
7426,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000000,DAMAGE,,,ITEM_NAPALM,GROUP,NAPALM,10,,-1,0,2
7427,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000000,DAMAGE,,,ITEM_RAILGUN,GROUP,RAILGUN,10,,-1,0,2
7428,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000000,DAMAGE,,,ITEM_TORPEDO_FAST,GROUP,FAST_TORPEDO,10,,-1,0,2
7429,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000000,DAMAGE,,,ITEM_TORPEDO,GROUP,BIG_TORPEDO,10,,-1,0,2
7430,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000000,DAMAGE,,,ITEM_TORPEDO_TRIPLE,GROUP,TRIPLE_TORPEDO,10,,-1,0,2
7431,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000000,DAMAGE,,,ITEM_CANNON_EXPLOSION,GROUP,XPLO_CANNON,10,,-1,0,2
7432,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_CANNON_BLAST,GROUP,BLAST_CANNON,10,,-1,0,2
7433,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_CANNON,GROUP,STANDARD_CANNON,10,,-1,0,2
7434,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_CANNON_SNIPER,GROUP,SNIPER_CANNON,10,,-1,0,2
7435,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_CARRONADE,GROUP,STANDARD_CARRONADE,10,,-1,0,2
7436,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_FIRE_BOMB,GROUP,FIRE_BOMB,10,,-1,0,2
7437,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_FLARE_GUN,GROUP,FLARE_GUN,10,,-1,0,2
7438,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_GRENADE,GROUP,GRENADE,10,,-1,0,2
7439,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_MINE,GROUP,MINE,10,,-1,0,2
7440,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_MISSILE,GROUP,MISSILE,10,,-1,0,2
7441,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_MORTAR_BIG,GROUP,BIG_MORTAR,10,,-1,0,2
7442,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_MORTAR_LARGE_AREA,GROUP,LARGE_AREA_MORTAR,10,,-1,0,2
7443,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_MORTAR_LONG_RANGE,GROUP,LONG_RANGE_MORTAR,10,,-1,0,2
7444,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_MORTAR,GROUP,STANDARD_MORTAR,10,,-1,0,2
7445,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_NAPALM,GROUP,NAPALM,10,,-1,0,2
7446,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_RAILGUN,GROUP,RAILGUN,10,,-1,0,2
7447,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_TORPEDO_FAST,GROUP,FAST_TORPEDO,10,,-1,0,2
7448,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_TORPEDO,GROUP,BIG_TORPEDO,10,,-1,0,2
7449,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_TORPEDO_TRIPLE,GROUP,TRIPLE_TORPEDO,10,,-1,0,2
7450,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,72000000,DAMAGE,,,ITEM_CANNON_EXPLOSION,GROUP,XPLO_CANNON,10,,-1,0,2
8000,OBJECTIVE_RETENTION_CAPTAIN_LEVEL_4,QUEST_OBJECTIVE_PROGRESS_CAPTAIN_LEVEL,4,CAPTAIN_LEVEL,,,,,,,,,,
8001,OBJECTIVE_RETENTION_CAPTAIN_LEVEL_5,QUEST_OBJECTIVE_PROGRESS_CAPTAIN_LEVEL,5,CAPTAIN_LEVEL,,,,,,,,,,
8002,OBJECTIVE_RETENTION_CAPTAIN_LEVEL_6,QUEST_OBJECTIVE_PROGRESS_CAPTAIN_LEVEL,6,CAPTAIN_LEVEL,,,,,,,,,,
8003,OBJECTIVE_RETENTION_CAPTAIN_LEVEL_7,QUEST_OBJECTIVE_PROGRESS_CAPTAIN_LEVEL,7,CAPTAIN_LEVEL,,,,,,,,,,
8004,OBJECTIVE_RETENTION_CAPTAIN_LEVEL_8,QUEST_OBJECTIVE_PROGRESS_CAPTAIN_LEVEL,8,CAPTAIN_LEVEL,,,,,,,,,,
8005,OBJECTIVE_RETENTION_CAPTAIN_LEVEL_9,QUEST_OBJECTIVE_PROGRESS_CAPTAIN_LEVEL,9,CAPTAIN_LEVEL,,,,,,,,,,
8006,OBJECTIVE_RETENTION_CAPTAIN_LEVEL_10,QUEST_OBJECTIVE_PROGRESS_CAPTAIN_LEVEL,10,CAPTAIN_LEVEL,,,,,,,,,,
8007,OBJECTIVE_RETENTION_CAPTAIN_LEVEL_11,QUEST_OBJECTIVE_PROGRESS_CAPTAIN_LEVEL,11,CAPTAIN_LEVEL,,,,,,,,,,
9000,EVENT_OBJECTIVE_STARS_1,QUEST_OBJECTIVE_EARN_BATTLESTARS,4,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,0,0,1
9001,EVENT_OBJECTIVE_STARS_2,QUEST_OBJECTIVE_EARN_BATTLESTARS,8,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,0,0,1
9002,EVENT_OBJECTIVE_STARS_3,QUEST_OBJECTIVE_EARN_BATTLESTARS,16,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,0,0,1
9003,EVENT_OBJECTIVE_STARS_4,QUEST_OBJECTIVE_EARN_BATTLESTARS,60,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,0,0,1
9004,EVENT_OBJECTIVE_COMPLETE_FIRST,QUEST_OBJECTIVE_COMPLETE_PREVIOUS,1,CLAIM_QUEST_REWARD,QUEST_CATEGORY,EVENT_QUEST,,,,,,,,
9005,EVENT_OBJECTIVE_COMPLETE_SECOND,QUEST_OBJECTIVE_COMPLETE_PREVIOUS,2,CLAIM_QUEST_REWARD,QUEST_CATEGORY,EVENT_QUEST,,,,,,,,
9006,EVENT_OBJECTIVE_COMPLETE_THIRD,QUEST_OBJECTIVE_COMPLETE_PREVIOUS,3,CLAIM_QUEST_REWARD,QUEST_CATEGORY,EVENT_QUEST,,,,,,,,
9007,EVENT_OBJECTIVE_WINS_1,QUEST_OBJECTIVE_WIN_BATTLES,5,WIN,,,,,,,,,0,1
9008,EVENT_OBJECTIVE_WINS_2,QUEST_OBJECTIVE_WIN_BATTLES,15,WIN,,,,,,,,,0,1
9009,EVENT_OBJECTIVE_WINS_3,QUEST_OBJECTIVE_WIN_BATTLES,30,WIN,,,,,,,,,0,1
9010,EVENT_OBJECTIVE_WINS_4,QUEST_OBJECTIVE_WIN_BATTLES,50,WIN,,,,,,,,,0,1
