ID,IDText,SkillGroupName,SkillGroup,Description,EffectGroup,Attribute,AttributeValue,AttributeOperation,AttributeValueFormat,ShowValueAsPercentage,Type,TypeID,Scope,BuffSource,BuffContributionMultiplier,,,
10148,SKILL_FAST_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,ITEM_TORPEDO_FAST,FAST_TORPEDO,,TORPEDO_TO_SLOWED,VALUE,0.1,ADDITIVE,,-1,STAT,,SELF,,,,,
10149,SKILL_FAST_TORPEDO_DAMAGE_M_5,ITEM_TORPEDO_FAST,FAST_TORPEDO,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10150,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_20,ITEM_TORPEDO_FAST,FAST_TORPEDO,,,PROJECTILE_SPEED,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10151,SKILL_FAST_TORPEDO_COOLDOWN_M_5,ITEM_TORPEDO_FAST,FAST_TORPEDO,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10152,SKILL_FAST_TORPEDO_DAMAGE_A_25,ITEM_TORPEDO_FAST,FAST_TORPEDO,,,BASE_VALUE,25,ADDITIVE,,0,STAT,,SELF,,,,,
10153,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10154,SKILL_TRIPLE_TORPEDO_DAMAGE_M_10,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10155,SKILL_TRIPLE_TORPEDO_DAMAGE_A_25,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,,,BASE_VALUE,25,ADDITIVE,,0,STAT,,SELF,,,,,
10156,SKILL_TRIPLE_TORPEDO_DAMAGE_M_2,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10157,SKILL_TRIPLE_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,,TORPEDO_TO_SLOWED,VALUE,0.1,ADDITIVE,,-1,STAT,,SELF,,,,,
10158,SKILL_TRIPLE_TORPEDO_PROJECTILE_SPEED_M_10,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10159,SKILL_TRIPLE_TORPEDO_COOLDOWN_M_5,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10160,SKILL_AREA_SLOW_FLIGHT_TIME_M_2,ITEM_AREA_SLOW,AREA_SLOW,,,FLIGHT_TIME,-0.02,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,SELF,,,,,
10161,SKILL_AREA_SLOW_DURATION_M_5,ITEM_AREA_SLOW,AREA_SLOW,,FROZEN,DURATION,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10162,SKILL_AREA_SLOW_SLOW_M_5,ITEM_AREA_SLOW,AREA_SLOW,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10163,SKILL_FREEZE_GUN_SLOW_REDUCE_HEALING_M_10,ITEM_FREEZE_GUN,FREEZE_GUN,,,,,,,,EFFECT,SLOW_HEALING_REDUCTION,SELF,,,,,
10164,SKILL_FREEZE_GUN_SLOW_M_5,ITEM_FREEZE_GUN,FREEZE_GUN,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,SLOW_HEALING_REDUCTION,SELF,,,,,
10165,SKILL_FREEZE_GUN_DURATION_M_5,ITEM_FREEZE_GUN,FREEZE_GUN,,FROZEN,DURATION,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10166,SKILL_FREEZE_GUN_COOLDOWN_M_5,ITEM_FREEZE_GUN,FREEZE_GUN,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10167,SKILL_NITRO_COOLDOWN_M_2,ITEM_SPEED_NITRO,NITRO,,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10168,SKILL_NITRO_SPEED_M_2,ITEM_SPEED_NITRO,NITRO,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10169,SKILL_OVERBOOST_SPEED_M_5,ITEM_SPEED_OVERBOOST,OVERBOOST,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10170,SKILL_TESLA_BOLT_STUN_DURATION_M_2,ITEM_TESLA_BOLT,TESLA_BOLT,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10171,SKILL_TESLA_BOLT_STUN_DURATION_M_5,ITEM_TESLA_BOLT,TESLA_BOLT,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10172,SKILL_TESLA_BOLT_COOLDOWN_M_5,ITEM_TESLA_BOLT,TESLA_BOLT,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10173,SKILL_TESLA_BOLT_STUN_DISABLE_HEALING,ITEM_TESLA_STUN,TESLA_BOLT,,,,,,,0,EFFECT,STUN_HEALING_DISABLE,SELF,,,,,
10174,SKILL_TESLA_SHIELD_DURATION_TESLA_SHIELD_M_3,ITEM_TESLA_SHIELD,TESLA_SHIELD,,TESLA_SHIELD,DURATION,0.03,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10175,SKILL_TESLA_SHIELD_HP_M_5,ITEM_TESLA_SHIELD,TESLA_SHIELD,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10176,SKILL_TESLA_SHIELD_HP_A_25,ITEM_TESLA_SHIELD,TESLA_SHIELD,,,BASE_VALUE,25,ADDITIVE,,0,STAT,,SELF,,,,,
10177,SKILL_REGEN_HP_REGEN_M_5,ITEM_REGEN,REGEN,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10178,SKILL_SMALL_SHIELD_HP_A_10,ITEM_SHIELD,SMALL_SHIELD,,,BASE_VALUE,10,ADDITIVE,,0,STAT,,SELF,,,,,
10179,SKILL_SMALL_SHIELD_HP_M_5,ITEM_SHIELD,SMALL_SHIELD,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10180,SKILL_BIG_SHIELD_HP_A_5,ITEM_SHIELD_BIG,BIG_SHIELD,,,BASE_VALUE,5,ADDITIVE,,0,STAT,,SELF,,,,,
10181,SKILL_BIG_SHIELD_HP_M_5,ITEM_SHIELD_BIG,BIG_SHIELD,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10182,SKILL_TURBO_SPEED_M_5,ITEM_SPEED_PASSIVE,TURBO,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10183,SKILL_AREA_HEAL_HP_REGEN_M_5,ITEM_AREA_HEAL,AREA_HEAL,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10184,SKILL_AREA_HEAL_COOLDOWN_M_3,ITEM_AREA_HEAL,AREA_HEAL,,,COOLDOWN,-0.03,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10185,SKILL_HEALTH_PACK_HP_REGEN_M_5,ITEM_HEALTH_PACK,HEALTH_PACK,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10186,SKILL_HEALTH_PACK_RANGE_A_1,ITEM_HEALTH_PACK,HEALTH_PACK,,,MAX_RANGE,1,ADDITIVE,,0,STAT,,SELF,,,,,
10187,SKILL_HEALTH_PACK_CRIT_BONUS_A_10,ITEM_HEALTH_PACK,HEALTH_PACK,,HEALING_CRIT,VALUE,0.1,ADDITIVE,,-1,STAT,,SELF,,,,,
10188,SKILL_HEALTH_PACK_PROC_RATE_HEALING_CRIT_A_5,ITEM_HEALTH_PACK,HEALTH_PACK,,HEALING_CRIT,PROC_RATE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10189,SKILL_HEALTH_PACK_COOLDOWN_M_5,ITEM_HEALTH_PACK,HEALTH_PACK,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10190,SKILL_HEALTH_SHOT_HP_REGEN_M_5,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10191,SKILL_HEALTH_SHOT_COOLDOWN_M_5,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10192,SKILL_HEALTH_SHOT_LONG_RANGE_HEAL_DISABLE_STUN,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,,,,,0,EFFECT,TESLA_STUN_HEAL_REMOVE,SELF,,,,,
10193,SKILL_HEALTH_SHOT_LONG_RANGE_HEAL_DISABLE_FROST,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,,,,,0,EFFECT,FROST_HEAL_REMOVE,SELF,,,,,
10194,SKILL_LONG_RANGE_HEAL_DISABLE_STUN_HEAL_BLOCK,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,,,,,,EFFECT,TESLA_HEAL_DISABLE_HEAL_REMOVE,SELF,,,,,
10195,SKILL_LONG_RANGE_HEAL_DISABLE_FROST_HEAL_REDUCTION,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,,,,,,EFFECT,TESLA_HEAL_DISABLE_FROST_REDUCTION,SELF,,,,,
10196,SKILL_SELF_HEAL_COOLDOWN_M_5,ITEM_SELF_HEAL,SELF_HEAL,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10197,SKILL_SELF_HEAL_HP_REGEN_M_5,ITEM_SELF_HEAL,SELF_HEAL,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10198,SKILL_PROTECT_SHIELD_HP_A_10,ITEM_PROTECT_SHIELD,PROTECT_SHIELD,,,BASE_VALUE,10,ADDITIVE,,0,STAT,,SELF,,,,,
10199,SKILL_PROTECT_SHIELD_HP_M_5,ITEM_PROTECT_SHIELD,PROTECT_SHIELD,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10200,SKILL_PROTECT_SHIELD_COOLDOWN_M_5,ITEM_PROTECT_SHIELD,PROTECT_SHIELD,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10201,SKILL_PROTECT_AURA_COOLDOWN_M_5,ITEM_PROTECT_AURA,PROTECT_AURA,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10202,SKILL_PROTECT_AURA_SELF_DAMAGE_M_1,ITEM_PROTECT_AURA,PROTECT_AURA,,,BASE_VALUE,0.01,ADDITIVE,,-1,STAT,,SELF,,,,,
10203,SKILL_PROTECT_SELF_COOLDOWN_M_5,ITEM_PROTECT_SELF,PROTECT_SELF,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10204,SKILL_PROTECT_SELF_DAMAGE_M_1,ITEM_PROTECT_SELF,PROTECT_SELF,,,BASE_VALUE,0.01,ADDITIVE,,-1,STAT,,SELF,,,,,
10205,SKILL_PROTECT_CLEANSE_COOLDOWN_M_5,ITEM_PROTECT_CLEANSE,PROTECT_CLEANSE,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
812,PERK_CLEANSE_PULSE_COOLDOWN_R2,ITEM_PROTECT_CLEANSE,PROTECT_CLEANSE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
813,PERK_CLEANSE_PULSE_COOLDOWN_R3,ITEM_PROTECT_CLEANSE,PROTECT_CLEANSE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
814,PERK_CLEANSE_PULSE_COOLDOWN_R4,ITEM_PROTECT_CLEANSE,PROTECT_CLEANSE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
815,PERK_CLEANSE_PULSE_COOLDOWN_R5,ITEM_PROTECT_CLEANSE,PROTECT_CLEANSE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
816,PERK_BOLSTER_ARMOR_COOLDOWN_R2,ITEM_PROTECT_SELF,PROTECT_SELF,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
817,PERK_BOLSTER_ARMOR_COOLDOWN_R3,ITEM_PROTECT_SELF,PROTECT_SELF,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
818,PERK_BOLSTER_ARMOR_COOLDOWN_R4,ITEM_PROTECT_SELF,PROTECT_SELF,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
819,PERK_BOLSTER_ARMOR_COOLDOWN_R5,ITEM_PROTECT_SELF,PROTECT_SELF,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
820,PERK_BOLSTER_ARMOR_DEFENCE_R2,ITEM_PROTECT_SELF,PROTECT_SELF,PERK_DESC_SHIELD_DEFENCE,,BASE_VALUE,0.01,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
821,PERK_BOLSTER_ARMOR_DEFENCE_R3,ITEM_PROTECT_SELF,PROTECT_SELF,PERK_DESC_SHIELD_DEFENCE,,BASE_VALUE,0.02,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
822,PERK_BOLSTER_ARMOR_DEFENCE_R4,ITEM_PROTECT_SELF,PROTECT_SELF,PERK_DESC_SHIELD_DEFENCE,,BASE_VALUE,0.03,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
823,PERK_BOLSTER_ARMOR_DEFENCE_R5,ITEM_PROTECT_SELF,PROTECT_SELF,PERK_DESC_SHIELD_DEFENCE,,BASE_VALUE,0.04,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
824,PERK_DEFENCE_AURA_COOLDOWN_R2,ITEM_PROTECT_AURA,PROTECT_AURA,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
825,PERK_DEFENCE_AURA_COOLDOWN_R3,ITEM_PROTECT_AURA,PROTECT_AURA,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
826,PERK_DEFENCE_AURA_COOLDOWN_R4,ITEM_PROTECT_AURA,PROTECT_AURA,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
827,PERK_DEFENCE_AURA_COOLDOWN_R5,ITEM_PROTECT_AURA,PROTECT_AURA,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
828,PERK_DEFENCE_AURA_DEFENCE_R2,ITEM_PROTECT_AURA,PROTECT_AURA,PERK_DESC_SHIELD_DEFENCE,,BASE_VALUE,0.01,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
829,PERK_DEFENCE_AURA_DEFENCE_R3,ITEM_PROTECT_AURA,PROTECT_AURA,PERK_DESC_SHIELD_DEFENCE,,BASE_VALUE,0.02,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
830,PERK_DEFENCE_AURA_DEFENCE_R4,ITEM_PROTECT_AURA,PROTECT_AURA,PERK_DESC_SHIELD_DEFENCE,,BASE_VALUE,0.03,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
831,PERK_DEFENCE_AURA_DEFENCE_R5,ITEM_PROTECT_AURA,PROTECT_AURA,PERK_DESC_SHIELD_DEFENCE,,BASE_VALUE,0.04,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
832,PERK_DEFENCE_WALL_HITPOINTS_R2,ITEM_PROTECT_SHIELD,PROTECT_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,50,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
833,PERK_DEFENCE_WALL_HITPOINTS_R3,ITEM_PROTECT_SHIELD,PROTECT_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,100,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
834,PERK_DEFENCE_WALL_HITPOINTS_R4,ITEM_PROTECT_SHIELD,PROTECT_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,150,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
835,PERK_DEFENCE_WALL_HITPOINTS_R5,ITEM_PROTECT_SHIELD,PROTECT_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,200,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
836,GLOBAL_BUFF_GUARDIAN_HITPOINTS_1000,GROUP_GUARDIAN_SHIP,GUARDIAN_SHIP,,,HIT_POINTS,1000,ADDITIVE,,0,STAT,,SELF,,,,,
837,SKILL_STANDARD_TORPEDO_DAMAGE_M_10,ITEM_TORPEDO_STANDARD,STANDARD_TORPEDO,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
838,SKILL_STANDARD_TORPEDO_DAMAGE_M_2,ITEM_TORPEDO_STANDARD,STANDARD_TORPEDO,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
839,SKILL_STANDARD_TORPEDO_PROJECTILE_SPEED_M_10,ITEM_TORPEDO_STANDARD,STANDARD_TORPEDO,,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
840,SKILL_STANDARD_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,ITEM_TORPEDO_STANDARD,STANDARD_TORPEDO,,TORPEDO_TO_SLOWED,VALUE,0.1,ADDITIVE,,-1,STAT,,SELF,,,,,
841,SKILL_STANDARD_TORPEDO_DAMAGE_M_5,ITEM_TORPEDO_STANDARD,STANDARD_TORPEDO,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
842,SKILL_STANDARD_TORPEDO_PROJECTILE_SPEED_M_20,ITEM_TORPEDO_STANDARD,STANDARD_TORPEDO,,,PROJECTILE_SPEED,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
843,SKILL_STANDARD_TORPEDO_COOLDOWN_M_5,ITEM_TORPEDO_STANDARD,STANDARD_TORPEDO,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
844,SKILL_STANDARD_TORPEDO_DAMAGE_A_25,ITEM_TORPEDO_STANDARD,STANDARD_TORPEDO,,,BASE_VALUE,25,ADDITIVE,,0,STAT,,SELF,,,,,
845,SKILL_BIG_REGEN_HP_BIG_REGEN_M_5,ITEM_BIG_REGEN,BIG_REGEN,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
846,PERK_EVENT_MORTAR_LARGE_AREA_COOLDOWN_2,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
847,PERK_EVENT_MORTAR_LARGE_AREA_COOLDOWN_4,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
848,PERK_EVENT_MORTAR_LARGE_AREA_COOLDOWN_6,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
849,PERK_EVENT_MORTAR_LARGE_AREA_COOLDOWN_8,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
850,PERK_EVENT_SELF_HEAL_SHIP_HP_40,ITEM_SELF_HEAL,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,40,ADDITIVE,,0,STAT,,SELF,,,,,
851,PERK_EVENT_SELF_HEAL_SHIP_HP_80,ITEM_SELF_HEAL,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,80,ADDITIVE,,0,STAT,,SELF,,,,,
852,PERK_EVENT_SELF_HEAL_SHIP_HP_120,ITEM_SELF_HEAL,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,120,ADDITIVE,,0,STAT,,SELF,,,,,
853,PERK_EVENT_SELF_HEAL_SHIP_HP_160,ITEM_SELF_HEAL,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,160,ADDITIVE,,0,STAT,,SELF,,,,,
854,PERK_EVENT_NAPALM_DAMAGE_R2,ITEM_NAPALM,NAPALM,PERK_DESC_DAMAGE,,BASE_VALUE,0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
855,PERK_EVENT_NAPALM_DAMAGE_R3,ITEM_NAPALM,NAPALM,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
856,PERK_EVENT_NAPALM_DAMAGE_R4,ITEM_NAPALM,NAPALM,PERK_DESC_DAMAGE,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
857,PERK_EVENT_NAPALM_DAMAGE_R5,ITEM_NAPALM,NAPALM,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
858,PERK_EVENT_MISSILE_COOLDOWN_R2,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_COOLDOWN,,COOLDOWN,-0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
859,PERK_EVENT_MISSILE_COOLDOWN_R3,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_COOLDOWN,,COOLDOWN,-0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
860,PERK_EVENT_MISSILE_COOLDOWN_R4,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
861,PERK_EVENT_MISSILE_COOLDOWN_R5,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_COOLDOWN,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
862,PERK_EVENT_BLAST_CANNON_DAMAGE_TO_BURNING_R2,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.045,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
863,PERK_EVENT_BLAST_CANNON_DAMAGE_TO_BURNING_R3,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.09,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
864,PERK_EVENT_BLAST_CANNON_DAMAGE_TO_BURNING_R4,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.12,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
865,PERK_EVENT_BLAST_CANNON_DAMAGE_TO_BURNING_R5,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.15,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
866,PERK_EVENT_BLAST_CANNON_RANGE_M_5,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
867,PERK_EVENT_BLAST_CANNON_RANGE_M_8,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
868,PERK_EVENT_BLAST_CANNON_RANGE_M_10,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
869,PERK_EVENT_BLAST_CANNON_RANGE_M_12,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
870,PERK_EVENT_AREA_HEAL_COOLDOWN_R2,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
871,PERK_EVENT_AREA_HEAL_COOLDOWN_R3,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
872,PERK_EVENT_AREA_HEAL_COOLDOWN_R4,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
873,PERK_EVENT_AREA_HEAL_COOLDOWN_R5,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
874,PERK_EVENT_AREA_HEAL_SHIP_HP_40,ITEM_AREA_HEAL,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,40,ADDITIVE,,0,STAT,,SELF,,,,,
875,PERK_EVENT_AREA_HEAL_SHIP_HP_80,ITEM_AREA_HEAL,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,80,ADDITIVE,,0,STAT,,SELF,,,,,
876,PERK_EVENT_AREA_HEAL_SHIP_HP_120,ITEM_AREA_HEAL,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,120,ADDITIVE,,0,STAT,,SELF,,,,,
877,PERK_EVENT_AREA_HEAL_SHIP_HP_160,ITEM_AREA_HEAL,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,160,ADDITIVE,,0,STAT,,SELF,,,,,
